,Date,Status,X,Y,Z,Source,Time,SessionTime,Driver,DriverNumber
13386,2024-07-20 14:44:30.556,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:09.837000,0 days 00:59:09.837000,PIA,81
13387,2024-07-20 14:44:30.796,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:10.077000,0 days 00:59:10.077000,PIA,81
13388,2024-07-20 14:44:30.976,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:10.257000,0 days 00:59:10.257000,PIA,81
13389,2024-07-20 14:44:31.175,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:10.456000,0 days 00:59:10.456000,PIA,81
13390,2024-07-20 14:44:31.495,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:10.776000,0 days 00:59:10.776000,PIA,81
13391,2024-07-20 14:44:31.716,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:10.997000,0 days 00:59:10.997000,PIA,81
13392,2024-07-20 14:44:32.056,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:11.337000,0 days 00:59:11.337000,PIA,81
13393,2024-07-20 14:44:32.216,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:11.497000,0 days 00:59:11.497000,PIA,81
13394,2024-07-20 14:44:32.436,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:11.717000,0 days 00:59:11.717000,PIA,81
13395,2024-07-20 14:44:32.656,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:11.937000,0 days 00:59:11.937000,PIA,81
13396,2024-07-20 14:44:32.896,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:12.177000,0 days 00:59:12.177000,PIA,81
13397,2024-07-20 14:44:33.136,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:12.417000,0 days 00:59:12.417000,PIA,81
13398,2024-07-20 14:44:33.437,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:12.718000,0 days 00:59:12.718000,PIA,81
13399,2024-07-20 14:44:33.596,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:12.877000,0 days 00:59:12.877000,PIA,81
13400,2024-07-20 14:44:33.796,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:13.077000,0 days 00:59:13.077000,PIA,81
13401,2024-07-20 14:44:34.116,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:13.397000,0 days 00:59:13.397000,PIA,81
13402,2024-07-20 14:44:34.336,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:13.617000,0 days 00:59:13.617000,PIA,81
13403,2024-07-20 14:44:34.537,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:13.818000,0 days 00:59:13.818000,PIA,81
13404,2024-07-20 14:44:34.656,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:13.937000,0 days 00:59:13.937000,PIA,81
13405,2024-07-20 14:44:34.896,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:14.177000,0 days 00:59:14.177000,PIA,81
13406,2024-07-20 14:44:35.156,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:14.437000,0 days 00:59:14.437000,PIA,81
13407,2024-07-20 14:44:35.357,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:14.638000,0 days 00:59:14.638000,PIA,81
13408,2024-07-20 14:44:35.556,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:14.837000,0 days 00:59:14.837000,PIA,81
13409,2024-07-20 14:44:35.657,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:14.938000,0 days 00:59:14.938000,PIA,81
13410,2024-07-20 14:44:35.836,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:15.117000,0 days 00:59:15.117000,PIA,81
13411,2024-07-20 14:44:36.177,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:15.458000,0 days 00:59:15.458000,PIA,81
